OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT
3282,CF,Community Facilities,,,0-16, ,LDR/MDR,8.29738715,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{6DF0043B-0D6A-4EEA-8F4F-242949538EE2},1513.3
3283,CF,Community Facilities,,,,,SFR,4.97436928,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{079F4A84-8ABB-4DC3-930F-8C5933EDD72A},
3284,CF,Community Facilities,,,,,SFR,7.69032372,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{30BC1C81-71E0-4563-8A49-A020D8CE49C6},
3285,CF,Community Facilities,,, , ,SFR,13.90114668,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{1EE63E23-C125-44F6-A6DF-F4D317A8B520},2241.3
3286,CF,Community Facilities,,, , ,MU,6.90801662,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{5FD5DD81-57B6-4681-B884-DC1AFF1AD97C},0
3287,CF,Community Facilities,,, , ,SFR,11.88092035,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{12D7F6BE-E26C-4350-9A7D-57DA78AE488C},8930.5
3288,CF,Community Facilities,,,0-8, ,OS,9.76200396,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F562CBBF-A8E1-44EC-B312-99E4EF2E65A8},6358.6
3289,MDR,Medium-Density Residential,,, , , ,0.00552545,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{7C995667-FA50-4C04-874B-C8C8ADA4EFD1},6494
3290,MDR,Medium-Density Residential,,,0-16, , ,49.04338158,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{517E9C9B-5174-4D9E-BCB4-F238A3895260},496
3291,HDMU,High-Density Mixed-Use,,, , , ,36.18478905,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{3A2B41A1-CCA7-4C80-B4DF-28FC5F17861B},0
3292,MU,Mixed-Use,,, , ,MU,2.69883588,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{71E34A63-2999-44A3-A234-7BC9E000F3B4},0
3293,MU,Mixed-Use,,, , ,MU,5.5655131,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A575A3AE-6F8D-4873-AEFD-A7816075D15C},0
3294,MU,Mixed-Use,,, , ,MU,49.57322998,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{CD09C2E0-5C26-41AB-8BB4-9A10B5A748B6},0
3295,HDMU,High-Density Mixed-Use,,, , ,I,29.16090492,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{680567BD-0C20-424E-A177-966A8B719BB1},0
3296,SFR,Single-Family Residential,,, , , ,0.93646324,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{82E36B84-2088-4D73-A11B-53EEADB4F2F8},143.9
3297,LDC,Low-Density Commercial,,,0-8, , ,0.19486731,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{377E6BA3-C124-48B6-8100-36BD796CD016},458.2
3298,LDC,Low-Density Commercial,,, , ,SFR & MU,1.30164582,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{FEB34B87-9D62-43DD-AD3E-81C8880C9D5F},143.9
3299,I,Industrial,,, , , ,2.11207185,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{5522C759-021B-4C38-9D8B-10D811D9478A},0
3300,HDR,High-Density Residential,,, , ,I,4.18723983,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{052EE7F0-EEA4-4B7F-982A-A7A4E56B4B8B},0
3301,CF,Community Facilities,,, , ,SFR,13.58444683,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F17C226F-7FEF-4E0C-AFCC-EB9A192518B6},143.9
3302,CF,Community Facilities,,, , ,LDC/LDR,4.79926198,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{0147F1FB-EEFB-46B8-BF39-DD7C1A6709E9},0
3303,CF,Community Facilities,,,,,MDR,19.63783115,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A542B44E-BE1E-4EFF-9F72-BA490310ABF2},
3304,CF,Community Facilities,,,,,SFR,9.04240673,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{C4130490-5782-4DF6-8E45-58611AEE799E},
3305,CF,Community Facilities,,,,,SFR,7.45665573,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F1F880AE-F7BB-4D13-A2DA-BE5DA8A167F3},
3306,CF,Community Facilities,,,,,SFR,13.95144136,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{E59A4DE2-3CAE-4E89-9558-52F65E82C834},
3307,CF,Community Facilities,,,0-8, ,LDR,8.95335892,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{315A793E-8186-44D8-B6BB-F93C6DD8E96E},3135
3308,SFR,Single-Family Residential,,,9-16, , ,25.7376657,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{E6CF3A1D-A4DD-45BE-A7B1-29583D9FE6A7},207.4
3309,CF,Community Facilities,,,,,SFR,22.34277532,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{6E2C8AF2-7296-41D8-B392-F56435BA435A},
3310,CF,Community Facilities,,, , ,SFR,5.95045308,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{25AE765B-A3ED-4865-A673-73C338377456},8930.5
3311,CF,Community Facilities,,, , ,SFR,76.67820306,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A361F8D7-975D-4002-A639-AF96D46A6B9A},143.9
3312,CF,Community Facilities,,, , ,SFR,65.51786219,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{4E787893-085E-46D4-ABA8-BEBF6FA3E768},3226.7
3313,CF,Community Facilities,,,,,SFR,19.25974081,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{9CE9061A-2183-4E34-833A-8B49230247EA},
3314,CF,Community Facilities,,, , ,SFR,27.43292698,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{684155D5-FAEB-4655-BD99-FD563BD3E67C},143.9
3315,CF,Community Facilities,,, , ,SFR,23.36809896,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A84B32D8-75A8-434E-82F1-048EF683A374},5783.4
3455,HDC,High-Density Commercial,,, , , ,16.07109981,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{EB384E85-35D8-4693-BFCE-016A805AD45E},0
3456,MDR,Medium-Density Residential,,,,,,2.26670643,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{B38C7C96-37EC-4A20-90A0-FE776920AA6D},
3457,MDR,Medium-Density Residential,,, , ,SFR,6.0197696,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{FDC0C999-DC87-4DD5-898B-B30BDF7F72C8},143.9
3458,LDMU,Low-Density Mixed-Use,,, , , ,6.69661974,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{1C078E06-9340-40BF-842F-D1E59B86B658},0
3459,MDMU,Medium-Density Mixed-Use,,, , , ,67.88636021,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{115E9BED-A84D-4A6F-99E5-5D9095D0C019},0
3460,LDC,Low-Density Commercial,,, , , ,15.9487114,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A975F31D-3DED-4527-AD9F-22B160F05064},0
3461,HDMU,High-Density Mixed-Use,,, , , ,140.35605088,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{18627FE6-2135-417B-95A7-D670C7CDFB49},0
3462,HDC,High-Density Commercial,,, , , ,34.74809105,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{37C89B63-E5A6-4A03-B081-5AAFDA07DCAC},0
3463,MDR,Medium-Density Residential,,,0-16, , ,1.00901958,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{756FD30D-2789-4DE1-ADD0-DDC0B2FEA055},106.2
3464,LDC,Low-Density Commercial,,, , , ,0.95538952,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F5E364B9-C65B-46CE-9130-701844D6FA8E},0
3465,MDMU,Medium-Density Mixed-Use,,, , , ,29.74806208,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{69BB0933-7FCA-4CEE-A7F0-7DF4A6C104E4},0
3466,HDMU,High-Density Mixed-Use,,, , ,HDR,9.69521402,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{7A23CFB3-9475-49BE-922E-F82051141DB4},2583.3
3467,MDR,Medium-Density Residential,,, , ,O-I,1.32280955,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{ACAC2EE6-3357-4240-83FC-8EE83FCF6048},0
3468,MDR,Medium-Density Residential,,, , ,LDR,1.70425375,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{88534373-E844-4765-A056-5BCAFFF34AB3},1879.1
3469,MDR,Medium-Density Residential,,, , ,SFR,3.00813543,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{1E8EDE19-0B60-4C39-AA09-912303458C3A},
3470,MDR,Medium-Density Residential,,, , ,LDR,0.8221237,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{B6F73EFF-9004-400E-BCF1-644EE3947BB2},548.2
3471,LDC,Low-Density Commercial,,,, , ,1.06328087,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{DE38EBC4-9A2F-4FAD-8266-797222EF72CD},3385
3472,HDMU,High-Density Mixed-Use,,, , ,LDC,2.86075052,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{1F6DD677-AEEA-44C1-A4EE-EDBF9D351973},0
3473,MDMU,Medium-Density Mixed-Use,,, , ,LDC,3.77968374,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{30CD5E6E-5377-487A-85DD-4039F8FBF221},0
3474,HDMU,High-Density Mixed-Use,,, , ,LDC,2.70601027,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{810898AF-AD26-46B0-B6A8-B2ED934A1947},0
3475,MDR,Medium-Density Residential,,, , ,LDC,1.96482046,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{2270DC34-3BDB-4111-9EA2-F2390B085548},0
3476,HDR,High-Density Residential,,,17-29, ,MDR,4.83654975,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{8C530F5D-E319-4520-B834-E1BF93EECDE1},801.3
3477,TCU,Transportation/Communications/Utilities,,, , ,SFR,3.41446461,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{0FB0EEEC-9917-4EDB-B4E2-4BB21FE89ED1},6494
3478,HDR,High-Density Residential,,, , ,LDC,1.82340251,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{BCFBF1DF-27EC-460E-89D7-102D6342D0B2},0
3480,MDR,Medium-Density Residential,,,, ,,2.25570672,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{DD621A5B-7CE6-4FB7-92AB-C32AD57765BE},801.3
3481,MDR,Medium-Density Residential,,,, ,,0.41272467,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{D23E454E-CE8C-4539-B4BA-4F7F60D96E65},801.3
3482,MDR,Medium-Density Residential,,,17-29, , ,1.69570404,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{19A9EE38-2D37-4B60-8E83-7B39F79BB9D4},801.3
3483,LDC,Low-Density Commercial,,, , , ,1.3651692,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{D00E6F67-F5C7-43F4-A122-7ABE58078243},0
3484,LDMU,Low-Density Mixed-Use,,, , ,LDC,7.45836015,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{4403926C-4D4C-4F0C-BA3D-FBF3F81F5BBC},0
3485,MDMU,Medium-Density Mixed-Use,,, , ,LDC,3.00907564,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{8ADB365A-2CC9-46F9-81FF-2E053C6C0DF9},0
3486,MDMU,Medium-Density Mixed-Use,,,, ,LDR,1.41702166,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{48FCD0B3-F6C1-4EF9-A09C-7B5C63E92251},232.2
3487,LDMU,Low-Density Mixed-Use,,, , ,LDC,3.95513855,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{6007E203-DD67-4C6A-A24F-997245170E0E},0
3488,MDMU,Medium-Density Mixed-Use,,,,,TCU,2.31360769,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F7FADDF9-C593-4410-8A5F-F0B9F2F353F5},
3489,HDMU,High-Density Mixed-Use,,, , ,LDC,7.78149148,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{7D145481-CDEB-4A5D-84FA-9F3319CFDF8F},0
3490,LDC,Low-Density Commercial,,, , , ,2.99380826,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{DA411370-3051-42D8-8BC5-766C42C5ACE9},0
3491,MDR,Medium-Density Residential,,, , ,LDC/SFR,0.53242063,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{FA5C2632-DA83-4D17-8A98-165FA5FC1849},0
3492,MU,Mixed-Use,,, , , ,20.05261642,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{EC2C4E6D-CF69-4554-A995-57415065935B},0
3493,HDR,High-Density Residential,,,, ,MDR,14.39794191,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{07ABF77F-CDBB-4B38-8410-2BE3F2C91019},1225.4
3494,I,Industrial,,, , , ,82.24566619,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{E7C45F61-AF34-4A35-9E81-F5A0BA22AA41},0
3495,HDC,High-Density Commercial,,, , , ,43.67696857,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{D2A67137-D50A-4805-BCEF-0769BD0CA206},0
3496,MDR,Medium-Density Residential,,,, , ,2.90522108,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{EF3D4076-5BC3-4F29-8BEC-C502E4AC25B4},3385
3497,LDMU,Low-Density Mixed-Use,,, , , ,0.21247322,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{EBAE952C-76C7-48DF-9383-8849324A48BC},8930.5
3498,LDR,Low-Density Residential,,,0-8, , ,2.22843837,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{8C8D92BA-2BC6-4D94-9670-A3B549CCC187},3385
3499,MDR,Medium-Density Residential,,,, , ,6.59951551,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{B9C586C2-6C69-4EDA-97DA-3A511D6B26BA},3385
3500,LDMU,Low-Density Mixed-Use,,, , , ,3.28194234,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{6C5E468C-4ACC-47AC-BC9B-CA9291D4AFE4},8930.5
3501,HDR,High-Density Residential,,, , , ,1.91855119,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{D5675499-8F34-4427-90F8-F7BB52C6E079},8930.5
3502,MDR,Medium-Density Residential,,, , , ,6.26014433,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{38A67482-5FF9-44C6-99E5-B85178AD2FD3},8930.5
3503,MDR,Medium-Density Residential,,, , , ,7.9277717,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{5903A5A3-A16D-4ABD-9F76-1A49DF05C1D0},8930.5
2934,I,Industrial,,, , , ,230.28457115,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1FC99A6A-C49A-4EE6-93BA-838F74466407},0
2935,HDR,High-Density Residential,,, , , ,27.13589555,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{98AE2A42-47B2-4C44-BF14-5D2895F4DA7A},0
2936,HDMU,High-Density Mixed-Use,,, , , ,7.35415979,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D7F2828A-CB9E-443B-A60D-3DD0A21B0F9A},0
2937,HDR,High-Density Residential,,, , , ,3.86701164,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{385C9E49-301D-4E2E-961B-EF226FF33023},0
2938,LDMU,Low-Density Mixed-Use,,, , , ,4.99625652,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{016DCD0D-8C22-4690-A49D-ED8FE19D37A7},0
2939,MUHD,Mixed Use-High Density,2017-10-19T18:35:20.000Z,GIS, , ,MDMU,23.07646565,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1A32071D-3330-4A36-8FFC-A605BF009DB2},0
2940,LDC,Low-Density Commercial,,,9-16, , ,1.21790545,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{3157C0F7-C3DD-4436-9235-DDF99911E7C6},1777.9
2941,HDC,High-Density Commercial,,, , , ,1776.23110391,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{EBF2C81B-D0BF-4DD0-ABCE-B45A11D095C0},0
2942,LDR,Low-Density Residential,,, , ,LDR,3.40068954,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{570F9B3D-AD04-4379-A2EB-0D30F9A58B4B},30.2
2943,MU,Mixed-Use,,, , , ,61.81685428,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{B1144846-BD04-47CD-BE34-7015AA3C22F6},75.9
2944,SFR,Single-Family Residential,,, , , ,40.47169956,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{926C708F-05F3-4937-BED8-B1ECC43ED96E},8930.5
2945,OS,Open Space,,,,,,42.91206601,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{44AF8E96-B6E6-471C-8722-C5782E7DBB03},
2946,OS,Open Space,,,,,,12.44759833,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{38B03870-D5EB-40C5-92D4-52E434CB6C33},
2947,OS,Open Space,,, , , ,22.42457414,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D9E699F2-3963-44C8-9E98-074B05742698},0
2948,POS,Private Open Space,,, , , ,22.89382195,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{697D87E9-6074-4231-96C8-9C93C7BA3515},143.9
2949,LDC,Low-Density Commercial,,, , , ,12.79567383,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{05D1CBE6-4DAD-488E-A23C-BEE9166AD947},0
2950,LDR,Low-Density Residential,,,9-16, , ,1.11144921,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7806BC31-82DD-4EFA-A721-0B33A745E961},1061
2951,LDR,Low-Density Residential,,,9-16, , ,0.28998622,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{72250541-0562-4B1A-B49F-1121A7F16660},1061
2952,OS,Open Space,,,0-8, , ,7.32387562,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7C244066-2FF4-4BD7-9463-A9B8A53724A0},1096.1
2953,LDR,Low-Density Residential,,,0-8, , ,2.47358559,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C4375D64-A8F1-4884-A30D-4306ADE56895},3385
2954,OS,Open Space,,,,,,0.72979193,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D32855EE-CD5E-4BC5-9ED6-2A30B0CF61ED},
2955,OS,Open Space,,,,,,0.61105111,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0FCE8AA0-739F-49ED-99FB-20E1C79F06ED},
2956,OS,Open Space,,,,,,1.10088746,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0FC3970E-E4B6-4511-9712-E94D8599ED57},
2957,OS,Open Space,,,,,,6.91158829,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{3228CD61-E033-4268-AD2B-19704AF4CA19},
2958,OS,Open Space,,,,,,2.47848089,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{2C43DD2A-3BA7-4AB4-90F2-264601E06022},
2959,OS,Open Space,,,,,,0.35835368,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{93786CF8-2D63-4B69-8E7A-AB400BF456ED},
2960,OS,Open Space,,, , , ,8.34157405,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D66DD96E-98A6-4131-9B94-5D089B465E58},24615.8
2961,OS,Open Space,,, , , ,11.11135499,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A6B1C3B7-EF96-4B5F-9E36-D77B033CFD63},2241.3
2962,OS,Open Space,,,,,,0.12574235,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{87FFF5DA-DA75-4D38-9924-FB1F6AB9E81D},
2963,OS,Open Space,,,,,,0.11976323,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{45B60ED7-073D-46B7-8E4A-C530F24C01E0},
2964,OS,Open Space,,, , , ,9.85977004,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{B4A3BF1A-810F-433C-A41C-5C09859ECF5F},8930.5
2965,LDC,Low-Density Commercial,,, , , ,58.82321089,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{CDDB6D07-D93E-4892-8F30-1063E744F535},0
2966,OS,Open Space,,,,,SFR,0.02525946,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{6EF260C9-62ED-42EB-BE71-9843B760913C},
2967,OS,Open Space,,,, ,LDR,1.70187589,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{475E9616-5C95-4B82-ABF4-DA525845986C},7467.8
3148,OS,Open Space,,, , ,SFR,5.43544127,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{717BF4E4-A2F6-44EC-8AC7-E8FB3C53F569},5783.4
3149,OS,Open Space,,, , , ,0.09949907,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{36CB8BC9-D5C3-4852-9B98-103FAB5E2657},6494
3150,OS,Open Space,,, , , ,0.11924259,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A531D887-5F78-4247-8572-688ACA99C0D1},143.9
3151,OS,Open Space,,, , , ,0.12760787,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F35E76AE-3054-4C1D-BC38-7E6C97F6AA64},143.9
3152,OS,Open Space,,, , , ,0.12454286,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{18B1FBA5-5A03-4073-AFAA-B3176B3D67A2},143.9
3153,OS,Open Space,,,,,,7.19842872,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{531690A4-A6D0-48B8-86B5-5D59E24734FB},
3154,OS,Open Space,,, , , ,5.45830584,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{A033E0DC-8ADE-461D-B560-D57601C883B0},8930.5
3155,OS,Open Space,,, , , ,0.91589602,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{FA3F6ADD-3329-4E14-918E-D40ED8F9C82D},4584.6
3156,OS,Open Space,,, , , ,50.48140004,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{AEFB28A6-4B54-4270-BE46-0DC34E315B59},2241.3
3157,OS,Open Space,,, , , ,7.50047675,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{7467CE3D-933E-4F1E-8DDF-CFCB00F249A9},8930.5
3158,OS,Open Space,,, , , ,0.13584435,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{38A8BEB8-21FF-4A42-8B54-50172AA62E7F},143.9
3159,OS,Open Space,,,,,,0.17734325,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{F8EE3FC0-29DF-4A41-B4DD-51BC98838EA5},
3160,MDR,Medium-Density Residential,,,0-16, , ,49.91036947,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{61C4623F-D078-43ED-ADD7-55C91D7BE6D2},1609.1
3161,OS,Open Space,,, , ,O-I,4.91847574,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{5DB1E602-3A42-48B8-857B-C852763F445F},0
3162,MDR,Medium-Density Residential,,, , , ,0.00327375,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{58F1B091-3744-4FD3-8FA2-4060F7DA900E},6494
3163,MDR,Medium-Density Residential,,, , , ,0.00388254,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{FD374F29-8F7E-4BD5-A75B-C3F3B192D921},6494
3164,MDR,Medium-Density Residential,,, , , ,0.00854631,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{4B40461F-6283-43D6-B37A-C315A215A6DE},6494
3165,MDR,Medium-Density Residential,,, , , ,0.25274942,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:20.000Z,{31BCD7D2-C487-456A-8C38-BC812D86EC21},6494
