OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT
2398,LDC,Low-Density Commercial,,, , , ,4.90720596,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8F106AC0-21C3-4F54-A8B4-FC6EF9FB54CC},0
2399,LDR,Low-Density Residential,,,0-8, , ,5.04576835,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{69BEF53D-9D79-49C0-9A07-C0432E729A68},40.3
2400,MDR,Medium-Density Residential,,,0-16, , ,8.62903713,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{59813631-5573-451D-A36B-D78E10328B43},138.1
2401,LDC,Low-Density Commercial,,, , , ,26.07728231,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8795DD1D-9673-4C64-91A6-95E8FBE49CEE},0
2402,VHDR,Very High-Density Residential,,, , , ,12.42532833,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8F194482-E5B5-482F-A050-669DD2BB0A6A},795.5
2403,HDR,High-Density Residential,,, , , ,23.66404677,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{C2963F2D-E3E9-4E58-B845-3EB11F3DE06C},686.1
2404,HDC,High-Density Commercial,,, , , ,17.38907572,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F6524354-6C36-4347-AD24-18456611F9CA},0
2405,O-I,Office/Institutional,,, , ,,100.38077846,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{2ED1E1B0-77B0-4797-A3FE-E5CDC59C87C3},0
2406,HDR,High-Density Residential,,, , , ,11.91438824,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{6596CF9F-5BFD-4171-95F4-3E4EB28FE702},575.7
2407,LDC,Low-Density Commercial,,, , , ,2.70760591,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{439E54CD-5CDC-4846-A39C-C4DA4B0BC621},0
2408,MU,Mixed-Use,2019-11-19T00:00:00.000Z,STH, , ,VHDR,15.03854513,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-19T15:24:44.000Z,{59DE2B1B-BD10-4B0A-9FCB-769734EF1151},965.1
2409,HDR,High-Density Residential,,, , , ,7.30819877,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{24D8F1DF-5823-43A9-98E2-65B805E2CCA6},211.7
2410,HDR,High-Density Residential,,, , , ,6.31266889,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{EC169678-BDA2-4EA0-BC5B-CD0A9FA84772},182.4
2411,O-I,Office/Institutional,,, , , ,2.44772334,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{29046FFF-C230-4854-9BA4-F9A0557A0271},0
2412,MDR,Medium-Density Residential,,,0-16, , ,29.66784316,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8F5559F3-F815-4C2D-BEEC-CCDB29FAADDD},476.6
2413,LDR,Low-Density Residential,,,9-16, , ,5.9984831,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{9AFD5EFB-A5AD-47D8-AD63-E016732D0AB2},96.3
2414,LDC,Low-Density Commercial,,, , , ,2.27871106,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{47BA9092-1B36-420D-9427-797794513794},0
2415,HDR,High-Density Residential,,, , , ,3.94937185,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E537DA10-13E3-4A92-91C7-9CD1A09B46B8},114.8
2416,LDC,Low-Density Commercial,,, , , ,2.49102475,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{757158F0-0C1D-4182-8D48-DE9DE18D99EF},0
2417,LDC,Low-Density Commercial,,, , , ,3.75430112,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{6F19A707-7FF9-4F81-97B3-39AA53FD95E3},0
2418,LDR,Low-Density Residential,,,0-8, , ,3.15064045,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{9DAEFC4D-6151-41CE-BE8D-B7947B11F781},25.2
2419,LDR,Low-Density Residential,,,0-8, , ,11.79204191,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{7A8714B2-DCEE-43B5-A013-4EEA4E49741B},94.3
2420,LDR,Low-Density Residential,,, , , ,5.68973033,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{28FF8B75-8ACF-46B6-A6A5-71BFA2ABC58C},45.4
2421,LDR,Low-Density Residential,,,0-8, , ,4.18696693,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{60563B5A-21FD-491D-B5B0-3B103F2DDCD4},30.4
2422,VHDR,Very High-Density Residential,,, , , ,9.42686498,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{7F123B94-152D-4880-B6FC-E1BEF018187F},604.2
2423,MDR,Medium-Density Residential,,, , , ,3.66789663,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{5B001AA9-7B88-491F-87AA-42692C139D8B},59.2
2424,LDC,Low-Density Commercial,,, , , ,37.02916302,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{DA70EFC6-6080-4F8A-9B13-5D07C6461081},0
2425,MDR,Medium-Density Residential,,,30-64, , ,3.39465079,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B64A9444-83B6-4E36-84DF-46EEB0779904},217.6
2426,MU,Mixed-Use,,, , , ,18.88581326,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{35884528-34CF-40EF-9D1C-12A77227B66F},0
2427,LDR,Low-Density Residential,,,0-8, , ,2.07567087,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{BE0EF1D9-D912-45EC-BE57-B2922D051D0F},190.2
2428,MDR,Medium-Density Residential,,,0-16, , ,20.27312515,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{51B3824B-D6EA-45BB-9E06-5BA64B65EB1F},344.2
2429,LDR,Low-Density Residential,,,0-8, , ,115.38586236,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{5676250C-9787-44AA-A7F9-A2EEBB978A0C},1247
2430,SFR,Single-Family Residential,,, , , ,140.3690275,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{5C7DAA18-0404-400E-8297-3E79C4B55B42},304.4
2431,LDR,Low-Density Residential,,, , , ,48.95982722,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{BB8094E9-ECF5-477E-BFFD-7FA02FCEE972},395.5
2432,MDR,Medium-Density Residential,,, , , ,7.75648634,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{28B6CCEF-073D-45F0-98AB-C340D522CF57},124
2433,I,Industrial,,, , , ,90.04934265,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{C4C7A2D7-62CE-4123-A9A2-BB8792694708},0
2434,I,Industrial,,, , , ,11.44928978,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{EA8141C6-0EC5-48DB-9D41-5C209B6DC404},0
2435,MDR,Medium-Density Residential,,,0-16, , ,1.64084709,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{95F36596-117A-4DB5-A826-648E80BF319E},26.1
2436,MDR,Medium-Density Residential,,,0-16, , ,46.8895938,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{1AF97FB9-444C-49A9-A0D7-3FAD28D0B59F},821.9
2437,MDR,Medium-Density Residential,,,17-29, , ,16.26310887,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F289D255-B325-4585-8FBA-04A73D4B90D0},471.5
2438,O-I,Office/Institutional,,, , , ,33.37871189,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7A9006AE-A90D-4968-A03C-149BA2E76D85},0
2439,LDR,Low-Density Residential,,, ,0.0 - .349,LDR,1.96954631,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{FF5FD982-FF92-432A-99B7-008CF7D28C81},15.8
2440,MDR,Medium-Density Residential,,, , , ,11.24418302,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{DEE54FCB-E1A5-437A-897C-084B707841E2},179.8
2441,MDR,Medium-Density Residential,,, , , ,6.58939833,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{68D4EFF3-1DDE-46E3-A224-EE973198BFFF},105.4
2442,MU,Mixed-Use,,, , , ,9.40803381,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F1E98A32-3DC8-4C54-80DD-77F1BB913D09},0
2443,MU,Mixed-Use,,, , , ,2.07558977,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{49624665-4A26-423C-AB22-08CD44639FC3},0
2444,OS,Open Space,,, , , ,0.61427552,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C25DBDFE-5388-4144-B2C2-FC7B47876DF2},0
2445,LDR,Low-Density Residential,,,9-16, , ,0.5336557,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C379AAB2-C883-4AF0-A059-37BA48CE57B3},8.5
2446,LDC,Low-Density Commercial,,, , , ,3.81645193,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{B491E1A3-5D37-4B98-9B2A-E9EE84BC75BD},0
2447,MDR,Medium-Density Residential,,, , , ,10.28724721,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2E13570C-41BC-4775-B5F2-E0F69E451632},164.6
2448,MDR,Medium-Density Residential,,, , , ,29.33060866,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{990189E5-7B06-4AD8-9DAD-1653A1268D40},469.1
2449,MDMU,Medium-Density Mixed-Use,,, , ,LDC,8.11556052,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{AF49BDE7-FEAD-4470-ABFE-92EEC4F6C46B},0
2450,MDR,Medium-Density Residential,,, , , ,2.45239472,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BF184B02-CCFF-4FE2-8637-7AE8256111CC},39.2
2451,VHDR,Very High-Density Residential,,, , , ,32.03601198,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E5E99914-8E12-4E57-BA74-13ED1AE2C29C},2050.6
2452,LDR,Low-Density Residential,,,9-16, , ,4.59314227,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{EB767273-1A3E-4359-A40C-BF189718857F},108.3
2453,HDR,High-Density Residential,,, , , ,11.67737157,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7455CAFD-1E22-4F6A-A1C7-E14D8EBD2570},338.7
2454,HDR,High-Density Residential,,, , , ,8.6021795,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{189722CA-21CF-496F-8F69-1AD998D2B7F0},249.4
2455,HDR,High-Density Residential,,, , , ,17.38890565,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6A70FDA4-4AE7-4254-B5EB-303DB2D0CFB1},524.9
2456,MDR,Medium-Density Residential,,,0-16, , ,9.57061279,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{74C831D9-8A58-4E2A-A3D5-2510919635A0},153.1
2457,MDR,Medium-Density Residential,,,30-64, , ,9.73243187,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7ADB3F48-43F9-46A0-98CF-215E8A1FCC1F},620.8
2458,HDR,High-Density Residential,,, , , ,5.9356265,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C6B80912-C983-45BB-A2CE-6F61B1220059},172.3
2459,LDC,Low-Density Commercial,,, , , ,10.12787432,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{762A305F-56C4-4348-8B38-F1DD3BA3D76D},0
2460,LDC,Low-Density Commercial,,, , , ,10.52997423,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{56E96B6D-6CBC-4CD0-A117-AFD41E2E4CBB},0
2461,O-I,Office/Institutional,,, , , ,10.90250989,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{8EF41710-BFBA-4116-9DC8-0A62403FAD81},0
2462,LDC,Low-Density Commercial,,, , , ,3.32383452,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{A1AB799C-E5B3-43AD-A461-C80DAC25C1F0},0
2463,LDC,Low-Density Commercial,,, , , ,8.09035383,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{4542C486-A9A7-4057-A6E4-09E14CDDFF8D},0
2465,LDC,Low-Density Commercial,,, , , ,26.31597407,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{21740532-AFAE-41C4-83CD-498909B13567},0
2466,SFR,Single-Family Residential,,, , , ,114.05252738,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{60124143-7869-421A-B658-81EC7A965AD1},228.1
2467,SFR,Single-Family Residential,,, , , ,1535.37354801,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{55B1E3B9-55C1-49B9-9D8D-4354A3701E41},3226.7
2468,SFR,Single-Family Residential,,, , , ,76.05969745,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{AFDA006C-A9F5-4617-A3C3-DD3A1FF14D3E},144.5
2469,SFR,Single-Family Residential,,, , , ,136.97775235,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6449C037-0D45-4015-AB8A-CCF070D2F08A},278.5
2470,I,Industrial,,, , , ,164.24924712,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{280601AA-F662-4F2D-BFF5-53E0EFC17C67},0
2471,MDR,Medium-Density Residential,,,0-16, , ,111.51341224,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C9246B9E-B303-4610-A039-2053818449AD},3743.8
2472,MDR,Medium-Density Residential,,, , , ,10.75048527,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{1B727A33-9B05-41AB-8E27-32A91F7CABE2},172
2473,MDR,Medium-Density Residential,,,0-16, , ,91.23879975,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{86CCAF39-BBA0-4EA0-9E53-ABA4F58FC773},1437.9
2474,OS,Open Space,,, , , ,143.67706521,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{63A5032C-5853-457A-AD02-C5FBEF4C33C0},0
2475,SFR,Single-Family Residential,,, , , ,141.28072989,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{A839684C-03C2-441D-8A7D-3E89E388DC4E},283.3
2476,LDC,Low-Density Commercial,,,0-8, ,LDR,0.32879874,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6967B47D-F72C-4C04-A903-1CBB2DB9DA70},
2477,LDR,Low-Density Residential,,, , , ,50.86001718,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BA9942AA-00B4-4FCF-8725-C08AA7ECDFF8},726.2
2478,LDC,Low-Density Commercial,,, , , ,8.66032426,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{96EA44F6-C945-4262-9BC0-9334D6001C31},0
2479,MU,Mixed-Use,,, , , ,227.48485959,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7C029360-426D-477C-AC3B-8F6DEAD6AB7A},0
2480,MU,Mixed-Use,,, , , ,26.93594008,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{D82E5F43-E97B-4697-93D7-55224B63A55B},0
2481,MDMU,Medium-Density Mixed-Use,,, , , ,17.76836719,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{FD781676-F4A4-4C59-8D70-3AC775F16CC1},94.5
2482,MDR,Medium-Density Residential,,,0-16, , ,155.00318827,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C2E9CF41-2C29-4EA0-B38D-D8209FB111CE},2480
2483,MDR,Medium-Density Residential,,,17-29, , ,14.18926677,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{109E395E-1282-4B55-A2B4-5CDF325925B0},444
2484,LDC,Low-Density Commercial,,, , , ,7.85508019,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2CAD312D-D70A-4B09-B1C5-A7646188D2C6},0
2485,MDMU,Medium-Density Mixed-Use,,, , ,LDC,13.12197984,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6CEB08F4-05ED-4534-93B5-D49DFE599A70},0
2486,LDC,Low-Density Commercial,,, , , ,1.72555209,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{0307E753-13BF-459D-A600-37FCBCA534FA},0
2487,O-I,Office/Institutional,,, , , ,3.63712979,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{AF1DFCA3-96DC-434A-8415-69565D214110},0
2488,O-I,Office/Institutional,,, , , ,2.28186694,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F36630BD-C52E-490C-B72B-A937A08DEDA7},0
2489,MDR,Medium-Density Residential,,, , , ,4.00983964,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E5A4DEC9-FB57-43F8-925A-127AC151FD79},64.2
2490,MU,Mixed-Use,,, , , ,10.35048266,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F9A82786-0774-44E5-97AE-C6B79499E7CA},0
2492,LDC,Low-Density Commercial,,, , , ,1.58040728,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F966AE0D-D4A5-4F71-80EF-E33242ECB955},0
2494,OS,Open Space,,, , , ,15.12809548,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F33237CB-DCE6-48CC-92C7-E0061F91B6A4},0
2495,I,Industrial,,, , , ,35.44295226,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6C70E61E-5F50-41BB-853B-AD4E7CE53086},0
2496,I,Industrial,,, , , ,5.56475243,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E76AE480-E8BD-4102-A4EF-FC986E1EF577},0
2497,LDC,Low-Density Commercial,,, , , ,4.66830543,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{B0B4EBA9-55D4-4D99-94D4-76F2181E5373},0
2498,LDC,Low-Density Commercial,,, , , ,3.54583436,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{F9149179-20B1-4CE3-9425-882CF76D60CD},0
2499,I,Industrial,,, , , ,3.40842702,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{5F426D03-A926-4714-AB5E-10515F516F33},0
2500,MDR,Medium-Density Residential,,,0-16, , ,17.7117326,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{858BFC4B-C777-4EDA-B105-D4CA32FABAB2},283.4
2501,MDR,Medium-Density Residential,,,0-16, , ,8.03712969,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{5862042A-F14F-46C0-BAC1-A39452B20B37},128.6
2502,MU,Mixed-Use,,, , , ,63.7827014,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E8189853-253B-4FCF-9EE7-3BAD04744D77},0
2503,MDR,Medium-Density Residential,,,17-29, , ,14.85976996,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{83D9F139-4CB5-4398-8A41-561331A2C00B},118.9
2504,LDC,Low-Density Commercial,,, , , ,2.10207804,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{477AEB0F-128C-40F0-A9F4-5D46ED3CE0F5},5783.4
2505,LDC,Low-Density Commercial,,, , , ,2.39768535,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2D89D4A9-EDFF-49A2-A81E-9DD9C0EF1765},0
2506,MDR,Medium-Density Residential,,,17-29, , ,5.99291525,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{022D1D0C-79A9-4948-A559-E5B5FA488A08},0
2507,MU,Mixed-Use,,, , , ,4.07080193,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{B231B980-0E4F-4C21-AD5F-884D74099E5C},0
2508,MDR,Medium-Density Residential,,, , , ,1.30714319,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{90DCA87C-EDDD-443E-B402-4903D296D49E},0
2509,LDR,Low-Density Residential,,, , , ,0.64903002,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BC252736-5C0C-43DA-A780-4EDE458185A9},0
2510,MDR,Medium-Density Residential,,, , , ,2.48869387,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2FC3C169-DBB7-43FC-BE5C-8743F89681B2},0
2511,MDR,Medium-Density Residential,,, , , ,7.11081259,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{B27E84BF-85FB-43AC-84E0-E979FC2569E7},0
2512,MU,Mixed-Use,,, , , ,3.04577629,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2444D3D0-AB33-4307-97E0-803FF69008D0},0
2513,O-I,Office/Institutional,,, , , ,4.53707361,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{CDFBD170-FBB5-42ED-AF7D-E8FBFFD880F0},0
2514,OS,Open Space,,, , , ,3.07378429,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{DEC05596-DA38-4489-AFBD-99F68B52A9BC},0
2515,LDC,Low-Density Commercial,,, , , ,4.92963977,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{D80D285B-7A42-4009-BCB2-B7851164CE5F},0
2516,HDR,High-Density Residential,,,, ,LDR/MU,3.86284296,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7E778890-802C-4B6A-B21E-379C341471A5},7467.8
2517,LDC,Low-Density Commercial,,, , , ,5.15066378,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{2E3F3AAA-6758-411D-BE43-9617906F1E00},0
2518,MDR,Medium-Density Residential,,, , , ,1.01794146,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E288A670-6416-4EC0-81B5-F2FCE334EB16},0
2519,MU,Mixed-Use,,, , , ,0.46920286,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{02D0E935-5BFF-4390-B8A2-8F509D7C0B40},0
2520,MU,Mixed-Use,,, , , ,7.98804571,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{90920CDF-D8F4-46AC-9A39-332DF6521034},0
2521,LDR,Low-Density Residential,,,9-16, , ,0.31031236,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{9F438E5D-4007-4A55-B085-C0DE9CCB87F4},1458.6
2522,VHDR,Very High-Density Residential,,, , , ,1.66989673,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{67A05753-95CC-469F-BFB2-BACFFA12D900},0
2523,MU,Mixed-Use,,, , , ,11.6846992,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{94D2680C-C2B9-4090-8BE0-4200BE4A87BC},0
2524,LDR,Low-Density Residential,,,0-8, , ,1.86467289,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{27B7CAD8-CF7C-4A62-A165-E24D2AE73154},106.2
2525,HDR,High-Density Residential,,, , , ,1.5749447,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{AC4C61EE-1352-46A6-9843-84E5B8027D6C},0
2526,MDR,Medium-Density Residential,,, , , ,5.56588776,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{DE361A94-706A-4D60-9FD6-6961D20EBAD8},0
2527,LDC,Low-Density Commercial,,, , , ,2.30233182,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{212BD2B5-469A-415A-AF38-5B97D2011D01},0
2528,HDR,High-Density Residential,,, , , ,3.01051268,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E572744D-D5CD-4B85-816A-B221389ADFF5},143.9
2529,MDR,Medium-Density Residential,,, , , ,3.55777968,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{63E61CF9-2552-454C-B614-60310203150E},143.9
2530,LDR,Low-Density Residential,,, , , ,5.68089502,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6F708ED5-6110-49A6-81D3-351B83C6B7D4},0
2531,MU,Mixed-Use,,, , ,LDC,5.56993151,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BFAF87FA-5650-4894-A23F-328D33227238},0
2532,O-I,Office/Institutional,,, , , ,0.66455957,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{9569B784-D60F-4007-9143-F80DFB4447DE},0
2533,MDR,Medium-Density Residential,,, , , ,3.08728216,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{869333F6-4998-4350-90D9-FF0AA17C577E},79.7
2534,MDR,Medium-Density Residential,,, , , ,3.28099095,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{5F8D993D-B083-4C07-AAE7-423E8930FA4A},52.5
2535,MU,Mixed-Use,,, , , ,375.66419293,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{939AE148-BAF8-40DC-B21C-C4CAC8D33E3D},0
